name,icao,score
Horta Airport,LPHR,0.5901474927603069
Long Island Mac Arthur Airport,KISP,0.5891204815375387
Touat Cheikh Sidi Mohamed Belkebir Airport,DAUA,0.5890970140971703
Mwanza Airport,HTMW,0.5888910034129919
Banjul International Airport,GBYD,0.5888438293609114
Kununurra Airport,YPKU,0.5885959042041681
Chita-Kadala Airport,UIAA,0.5881777006224692
Beihai Airport,ZGBH,0.5875008588600177
Maun Airport,FBMN,0.5869472126650958
Newcastle Airport,YWLM,0.5854494169942999
Roanoke–Blacksburg Regional Airport,KROA,0.5853259911403212
Joe Foss Field Airport,KFSD,0.5852508259130528
Donetsk International Airport,UKCC,0.5850422381821556
Lviv International Airport,UKLL,0.5848509208360444
Kwigillingok Airport,PAGG,0.584658045134024
Peawanuck Airport,CYPO,0.5846541725803146
Zhanjiang Airport,ZGZJ,0.5829038313955217
Port Hedland International Airport,YPPD,0.58269882026741
Teller Airport,PATE,0.582354640708786
Kirkenes Airport (Høybuktmoen),ENKR,0.5809846192676722
Julia Creek Airport,YJLC,0.5803707509505627
Mahlon Sweet Field,KEUG,0.5800646068136736
Palmerston North Airport,NZPM,0.5785964751748607
Gustavus Airport,PAGS,0.5779936922397124
Hoonah Airport,PAOH,0.5779936922397124
Graz Airport,LOWG,0.577757815839574
Coronel FAP Francisco Secada Vignetta International Airport,SPQT,0.5775803333956665
Sudbury Airport,CYSB,0.5773355152286583
Nouakchott–Oumtounsy International Airport,GQNO,0.576476698545603
Leonard M Thompson International Airport,MYAM,0.5763493854005611
Tikehau Airport,NTGC,0.5750583468635679
Barter Island LRRS Airport,PABA,0.5747470040952988
Yeager Airport,KCRW,0.5747303147471379
Merle K (Mudhole) Smith Airport,PACV,0.5743323779907512
Victoria Falls International Airport,FVFA,0.5740741964112503
Gurney Airport,AYGN,0.5734946276768671
Egal International Airport,HCMH,0.5732170564501728
Sde Dov Airport,LLSD,0.5731239316719615
Mackay Airport,YBMK,0.5730923624006925
Sanday Airport,EGES,0.5729519789864544
Wilwal International Airport,HAJJ,0.5714824981203473
Chevak Airport,PAVA,0.5705659229347843
Hooper Bay Airport,PAHP,0.5705659229347843
Dnipropetrovsk International Airport,UKDD,0.5702153916134868
Atqasuk Edward Burnell Sr Memorial Airport,PATQ,0.5700802700208611
Wainwright Airport,PAWI,0.5700802700208611
Lauro Kurtz Airport,SBPF,0.5695882797309679
City of Colorado Springs Municipal Airport,KCOS,0.569466537254548
Uléi Airport,NVSU,0.5688019751594052
Zamboanga International Airport,RPMZ,0.5685546878442443
Cherepovets Airport,ULBC,0.5675065900522579
Maroantsetra Airport,FMNR,0.5675052277371643
Kivalina Airport,PAVL,0.5670366629892314
Burketown Airport,YBKT,0.5664503133946973
Isle of Man Airport,EGNS,0.5663527512816806
Fakfak Airport,WASF,0.565023836313887
Chapais Airport,CYMT,0.5649868311758218
Fort Good Hope Airport,CYGH,0.5647330643515698
Baghdad International Airport,ORBI,0.5645688101863647
Dunedin Airport,NZDN,0.5640775604600068
Inverness Airport,EGPE,0.5640565802372817
Gassim Airport,OEGS,0.5632667179757107
Campbell River Airport,CYBL,0.5630298493095248
Tallahassee Regional Airport,KTLH,0.5625202064004909
Kasabonika Airport,CYAQ,0.562096349449234
Fort Severn Airport,CYER,0.562096349449234
Eastmain River Airport,CZEM,0.5612193894973991
Ulan-Ude Airport (Mukhino),UIUU,0.5607298131052784
Rabil Airport,GVBA,0.5595096390381619
Santa Terezinha Airport,SSJA,0.5586480358162015
Kavieng Airport,AYKV,0.5581703823508685
Manzhouli Xijiao Airport,ZBMZ,0.557487029743818
Wemindji Airport,CYNC,0.5560874795918561
Alfredo Vásquez Cobo International Airport,SKLT,0.5555256627442179
Paamiut Heliport,BGFH,0.555359329119716
Abraham González International Airport,MMCS,0.5545287598647034
Yiwu Airport,ZSYW,0.5545030243137916
Lockhart River Airport,YLHR,0.5539871799898128
Rouyn Noranda Airport,CYUY,0.553850722948753
Oued Irara Airport,DAUH,0.5537374113890372
Thule Air Base,BGTL,0.5535046131737348
Imphal Airport,VEIM,0.553125245520134
L.F. Wade International International Airport,TXKF,0.5529278684776827
Fort Smith Airport,CYSM,0.5528015272269096
Namangan Airport,UTKN,0.5526939577961761
Podgorica Airport,LYPG,0.5526357755334903
Kashgar Airport,ZWSH,0.5523580669626598
Sibu Airport,WBGS,0.551980652094454
Shubuling Airport,ZSLY,0.5516347516635332
Ta’if Regional Airport,OETF,0.5515022226669181
Comox Airport,CYQQ,0.5513695677522915
Hihifo Airport,NLWW,0.5512949047438797
Okayama Airport,RJOB,0.5508172147269225
Lehigh Valley International Airport,KABE,0.5507425036764252
Fua'amotu International Airport,NFTF,0.5500213395916249
Arrachart Airport,FMNA,0.5494263758835027
Antonio Roldan Betancourt Airport,SKLC,0.5490897021390766
Puerto Princesa Airport,RPVP,0.5480910943409365
Terrance B. Lettsome International Airport,TUPJ,0.5475439055532096
Ondangwa Airport,FYOA,0.5462523383800676
Tres De Mayo Airport,SKAS,0.5462179983165776
Santorini Airport,LGSR,0.5461081182994588
Webequie Airport,CYWP,0.5460496626214086
Asturias Airport,LEAS,0.5460017026021722
Nuiqsut Airport,PAQT,0.5448578745673562
Bukavu Kavumu Airport,FZMA,0.5443590147191463
Iskandar Airport,WAOI,0.5436365644381218
Matecaña International Airport,SKPE,0.5430722544990343
George F. L. Charles Airport,TLPC,0.5428618237662214
Bayankhongor Airport,ZMBH,0.5422513323415462
Inca Manco Capac International Airport,SPJL,0.5418595666175976
Asmara International Airport,HHAS,0.5411255203490926
Boulia Airport,YBOU,0.5408912511085062
Burlington International Airport,KBTV,0.5397772345824552
Gove Airport,YPGV,0.5397728160317606
Kiunga Airport,AYKI,0.5394506759453381
Baie Comeau Airport,CYBC,0.5385829970609859
Atyrau Airport,UATG,0.5385380704176306
"Mo i Rana Airport, Røssvoll",ENRA,0.5384299457664424
Pula Airport,LDPL,0.5381525168759954
Hopedale Airport,CYHO,0.5380625015375531
Ukunda Airstrip,HKUK,0.5378101844376604
St Paul Island Airport,PASN,0.5377083624045753
St George Airport,PAPB,0.5377083624045753
Chalkyitsik Airport,PACI,0.5374621847931136
Sachigo Lake Airport,CZPB,0.5368960754520856
Diosdado Macapagal International Airport,RPLC,0.5359938712403066
Tabubil Airport,AYTB,0.534839009711395
Tulita Airport,CZFN,0.5345252090880811
Papa Westray Airport,EGEP,0.5339091026480086
Johan Adolf Pengel International Airport,SMJP,0.5324491567134084
Shahid Sadooghi Airport,OIYY,0.5323190994989169
Lycksele Airport,ESNL,0.5321276388891274
Vilhelmina Airport,ESNV,0.5321276388891274
Myitkyina Airport,VYMK,0.5321198079734836
Dawei Airport,VYDW,0.5320318333718915
Matsuyama Airport,RJOM,0.5313427639214013
Toliara Airport,FMST,0.5310404540611844
Bosaso Airport,HCMF,0.5305359456560862
Sitka Rocky Gutierrez Airport,PASI,0.5304511890845245
Rimatara Airport,NTAM,0.529552920703909
Yancheng Airport,ZSYN,0.5292887945582307
Robert L. Bradshaw International Airport,TKPK,0.5291621520904717
Maupiti Airport,NTTP,0.5282129442336231
Sanikiluaq Airport,CYSK,0.5280645868815592
Umeå Airport,ESNU,0.5278239438538245
Yangzhou Taizhou Airport,ZSYA,0.5277584961771209
Eduardo Falla Solano Airport,SKSV,0.5265649186936378
Karratha Airport,YPKA,0.5264588872989823
Chiang Rai International Airport,VTCT,0.5258439390207758
Nagoya Airport,RJNA,0.5254898328574994
Gregorio Luperon International Airport,MDPP,0.5239105624202074
Lalibella Airport,HALL,0.5238308466247857
Hamilton Island Airport,YBHM,0.5237791168325824
Metlakatla Seaplane Base,PAMM,0.5221162671049309
Sialkot Airport,OPST,0.5217043663708368
Asheville Regional Airport,KAVL,0.5213780439187815
Thargomindah Airport,YTGM,0.5212749764955236
Abadan Airport,OIAA,0.5211196687596652
Takaroa Airport,NTKR,0.5210501385730395
Lianyungang Airport,ZSLG,0.5204731147424354
Leknes Airport,ENLK,0.5204013642034632
Gällivare Airport,ESNG,0.5200362471237311
Prefeito Renato Moreira Airport,SBIZ,0.5192559635603565
La Grande Rivière Airport,CYGL,0.5187644981488871
Luleå Airport,ESPA,0.5180919492896563
South Bend Regional Airport,KSBN,0.517811761184743
Belgorod International Airport,UUOB,0.5168862969874797
Taree Airport,YTRE,0.5160585034940272
Maniitsoq Airport,BGMQ,0.5160480364797517
Girua Airport,AYGR,0.5159587672313332
Vir Savarkar International Airport,VOPB,0.5158648834326738
Port Macquarie Airport,YPMQ,0.5155305506282208
Cap FAP David Abenzur Rengifo International Airport,SPCL,0.5153833027122794
Cadete FAP Guillermo Del Castillo Paredes Airport,SPST,0.5153833027122794
Greater Moncton International Airport,CYQM,0.5152849080487971
Huslia Airport,PAHL,0.5148732249609183
Christmas Island Airport,YPXM,0.5146450748865952
Lawas Airport,WBGW,0.5143579319709001
Central Illinois Regional Airport at Bloomington-Normal,KBMI,0.513729510957974
Koné Airport,NWWD,0.5133046044371696
Maré Airport,NWWR,0.5133046044371696
Touho Airport,NWWU,0.5133046044371696
Île des Pins Airport,NWWE,0.5133046044371696
Gemena Airport,FZFK,0.5127852448119129
Cataratas Del Iguazú International Airport,SARI,0.512631682357236
Miyazaki Airport,RJFM,0.5123336943172294
Bergerac-Roumanière Airport,LFBE,0.5121757988725781
Birsa Munda Airport,VERC,0.5117066428696556
Shymkent Airport,UAII,0.5114047366267497
Flores Airport,LPFL,0.5113974116636996
Changzhi Airport,ZBCZ,0.5111963960480271
Grise Fiord Airport,CYGZ,0.5111603079080184
Stronsay Airport,EGER,0.5106010701020762
Daru Airport,AYDU,0.5101438956925292
Kaghau Airport,AGKG,0.5100428705651828
Nadym Airport,USMM,0.5100314734066212
Juan Gualberto Gomez International Airport,MUVR,0.5098650721264669
Livingstone Airport,FLLI,0.5092461548216708
Longana Airport,NVSG,0.5089810738197033
Lamen Bay Airport,NVSM,0.5086577568511192
Gustaf III Airport,TFFJ,0.5080456659832363
Kwethluk Airport,PFKW,0.5079506760256998
Marshall Don Hunter Sr Airport,PADM,0.5079506760256998
Nightmute Airport,PAGT,0.5079506760256998
Tasiujaq Airport,CYTQ,0.5077218785266491
Allakaket Airport,PFAL,0.5077051834459351
Chifeng Airport,ZBCF,0.5073460671402287
Ministro Victor Konder International Airport,SBNF,0.5067538499468263
Bonaventure Airport,CYVB,0.5065080236954839
Faleolo International Airport,NSFA,0.5064595129196168
Ålesund Airport,ENAL,0.5047919568428263
Gorgan Airport,OING,0.5041352365036771
Kenai Municipal Airport,PAEN,0.5039948602552452
Kumamoto Airport,RJFT,0.5039830065706435
Biarritz-Anglet-Bayonne Airport,LFBZ,0.503364659750948
Cape Dorset Airport,CYTE,0.5031961745937048
Shahid Ashrafi Esfahani Airport,OICC,0.5030209343236889
Grand Forks International Airport,KGFK,0.5022179412115116
Moorea Airport,NTTM,0.5021325436626486
Charlottesville Albemarle Airport,KCHO,0.5013268534236212
Limoges Airport,LFBL,0.5011535430423711
Ulawa Airport,AGAR,0.5006230203601052
Santa Ana Airport,AGGT,0.5006230203601052
Jiuzhai Huanglong Airport,ZUJZ,0.5004763514344909
Bonriki International Airport,NGTA,0.5001190106284044
Galcaio Airport,HCMR,0.49838293358216246
Burgas Airport,LBBG,0.49813596153282375
Ireland West Knock Airport,EIKN,0.4980841050237878
Båtsfjord Airport,ENBS,0.4975416301720625
Sarasota Bradenton International Airport,KSRQ,0.49744874643788606
Vitória da Conquista Airport,SBQV,0.4966490082768882
Mirny Airport,UERR,0.4961546817181902
Rennes-Saint-Jacques Airport,LFRN,0.49572987086853043
Qikiqtarjuaq Airport,CYVM,0.49517175846499234
Wilmington International Airport,KILM,0.49495847681411065
Îles-de-la-Madeleine Airport,CYGR,0.49486738017744625
Sitia Airport,LGST,0.49437885486978467
Mildura Airport,YMIA,0.49428533096180866
Ástor Piazzola International Airport,SAZM,0.49413238621630967
Friedrichshafen Airport,EDNY,0.49378850079379083
Capitán Aníbal Arab Airport,SLCO,0.4937671629333616
Murmansk Airport,ULMM,0.4936761354878249
Khanty Mansiysk Airport,USHH,0.49324765820611205
Fort St John Airport,CYXJ,0.49263135290450427
Nauru International Airport,ANYN,0.4925651090641298
El Calafate Airport,SAWC,0.49214928401281244
Mutiara Airport,WAML,0.49163973039252107
Wunnumin Lake Airport,CKL3,0.4908766081645058
Flinders Island Airport,YFLI,0.49079315984001376
Mosjøen Airport (Kjærstad),ENMS,0.4906973228371798
Jingdezhen Airport,ZSJD,0.49025254107775507
Uummannaq Heliport,BGUM,0.48975721777857223
Matei Airport,NFNM,0.4890390846010345
Savusavu Airport,NFNS,0.4890390846010345
Aktion National Airport,LGPZ,0.48894914887043994
St. Anthony Airport,CYAY,0.4883160384326946
Cloncurry Airport,YCCY,0.4882473145909922
Manuel Márquez de León International Airport,MMLP,0.4880247962962606
Montréal / Saint-Hubert Airport,CYHU,0.48723613415120337
Cibao International Airport,MDST,0.48720359122702406
Balmaceda Airport,SCBA,0.48689638039561595
Liège Airport,EBLG,0.486800914540255
Saipan International Airport,PGSN,0.4863701988030141
Enrique Malek International Airport,MPDA,0.4863363026134596
Petersburg James A Johnson Airport,PAPG,0.48589124468727096
Nemiscau Airport,CYHH,0.48510607960591906
Cagayan De Oro Airport,RPML,0.4850588254039427
Moro Airport,AYMR,0.48448912646243003
Växjö Kronoberg Airport,ESMX,0.48397722500669904
Bishop International Airport,KFNT,0.4837149601817891
Kawthoung Airport,VYKT,0.4835711930137347
Sigiriya Air Force Base,VCCS,0.48302971651339227
St. Mary's Airport,EGHE,0.48175480860479014
Tivat Airport,LYTV,0.48162897680220934
Santo Ângelo Airport,SBNM,0.48114786700467244
Mytilene International Airport,LGMT,0.4806767188201989
Babelthuap Airport,PTRO,0.4804954354437773
Wrangell Airport,PAWG,0.48003107586335225
Akureyri Airport,BIAR,0.4797714272149301
Egilsstaðir Airport,BIEG,0.4797714272149301
Ísafjörður Airport,BIIS,0.4797714272149301
Karpathos Airport,LGKP,0.47945763784336864
Déline Airport,CYWJ,0.47897309357668333
Minaçu Airport,SBMC,0.47799375
Yanji Chaoyangchuan Airport,ZYYJ,0.4778525215289164
Hakodate Airport,RJCH,0.4777223309752662
Volgograd International Airport,URWW,0.4774794018053216
Gainesville Regional Airport,KGNV,0.47720966434959655
Tampere-Pirkkala Airport,EFTP,0.47647897074067863
Tupelo Regional Airport,KTUP,0.4762063281618686
Fakarava Airport,NTGF,0.4758981297711254
Mataiva Airport,NTGV,0.4758981297711254
Supadio Airport,WIOO,0.47576913971059936
Hamilton International Airport,NZHN,0.4753583363598518
Nelson Airport,NZNS,0.4753583363598518
Southend Airport,EGMC,0.47483104157691913
Suboficial Ay Santiago Germano Airport,SAMR,0.47474830887343833
Juwata Airport,WALR,0.47459592157560726
Bellingham International Airport,KBLI,0.4745121294024652
Kalemie Airport,FZRF,0.4737779977241262
Quepos Managua Airport,MRQP,0.47344588952322014
Ende (H Hasan Aroeboesman) Airport,WATE,0.47333448945362316
Rockhampton Airport,YBRK,0.473261497162709
Tambor Airport,MRTR,0.4729978070022109
St Michael Airport,PAMK,0.4728830138062613
Havre St Pierre Airport,CYGV,0.4728158243071616
Nanping Wuyishan Airport,ZSWY,0.4727456903550495
Dillon's Bay Airport,NVVD,0.47265538425702314
Francisco Sarabia International Airport,MMTC,0.4722099945519195
Bintulu Airport,WBGB,0.47151401005987315
Leros Airport,LGLE,0.4711282557733974
General Juan N Alvarez International Airport,MMAA,0.4710946602276002
Arctic Village Airport,PARC,0.47081627968964174
Egegik Airport,PAII,0.47039269126176003
Timişoara Traian Vuia Airport,LRTR,0.4702642629989793
Brigadier Antonio Parodi Airport,SAVE,0.47019860082235543
Agartala Airport,VEAT,0.46993634236984255
Nova Lisboa Airport,FNHU,0.4685024091906698
Menongue Airport,FNME,0.4685024091906698
Oita Airport,RJFO,0.4684940494518599
Visby Airport,ESSV,0.46845175522325244
Zunyi Xinzhou Airport,ZUZY,0.4681693131887627
Svolvær Helle Airport,ENSH,0.4678994774033015
Ramata Airport,AGRM,0.4675045588358948
Hatay Airport,LTDA,0.46714384760925026
Bern Belp Airport,LSZB,0.466893915306581
Deer Lake Airport,CYVZ,0.46570451410776925
General Francisco J. Mujica International Airport,MMMM,0.465694764201834
Mikonos Airport,LGMK,0.4656140787036098
General Lucio Blanco International Airport,MMRX,0.465396065047507
Frans Kaisiepo Airport,WABB,0.4647124170867497
Naryan Mar Airport,ULAM,0.46410031864544504
Barreiras Airport,SNBR,0.4634912493348892
Vanimo Airport,AYVN,0.46332990962733483
Noatak Airport,PAWN,0.4625892216672833
Selawik Airport,PASK,0.4625892216672833
Erechim Airport,SSER,0.4624159301339467
Haugesund Airport,ENHD,0.4621810680683377
Trabzon International Airport,LTCG,0.46134206690293506
Bagan Airport,VYBG,0.4611542123439208
Chandigarh Airport,VICG,0.46014477957688565
Raipur Airport,VARP,0.46012625494750725
Vance W. Amory International Airport,TKPN,0.46008032635529755
Ust-Kamennogorsk Airport,UASK,0.458339834655258
Kindu Airport,FZOA,0.4582703346107445
Brigadier Mayor D Cesar Raul Ojeda Airport,SAOU,0.4581830677951558
Patos de Minas Airport,SNPD,0.45739740121271755
Tawau Airport,WBKW,0.4571121887722071
Sultan Mahmud Airport,WMKN,0.45705434357625674
Rigolet Airport,CCZ2,0.45695787913104474
Destin-Ft Walton Beach Airport,KVPS,0.45672754254154924
Tongliao Airport,ZBTL,0.4561090974301789
Kristiansand Airport,ENCN,0.4555738608140189
Lamap Airport,NVSL,0.45462795240012277
Southwest Bay Airport,NVSX,0.45462795240012277
Prince Abdulmohsin Bin Abdulaziz Airport,OEYN,0.4544548999830032
Cheddi Jagan International Airport,SYCJ,0.45440621515318524
Sandakan Airport,WBKS,0.45439504450556173
Kristiansund Airport (Kvernberget),ENKB,0.45437316210034645
Dasht-e Naz Airport,OINZ,0.45341495584274843
Adi Sumarmo Wiryokusumo Airport,WARQ,0.4531112929109883
Sandnessjøen Airport (Stokka),ENST,0.4530615030082949
Kongiganak Airport,PADY,0.45276882405830987
Kasos Airport,LGKS,0.4527657321770247
Nabire Airport,WABI,0.45271138794312804
Rabat-Salé Airport,GMME,0.452607079831924
Kananga Airport,FZUA,0.4525359007600785
Koyukuk Airport,PFKU,0.45249926351166325
Pangkal Pinang (Depati Amir) Airport,WIPK,0.45246368861995484
Andøya Airport,ENAN,0.4524287148649372
Zhoushan Airport,ZSZS,0.4524245629294587
Senador Nilo Coelho Airport,SBPL,0.4514627378898582
Sri Guru Ram Dass Jee International Airport,VIAR,0.45123951163692533
Tabuk Airport,OETB,0.45095726274564363
La Rochelle-Île de Ré Airport,LFBH,0.45079027215892775
Sørkjosen Airport,ENSR,0.4504832853414144
Liuzhou Bailian Airport,ZGZH,0.4502736421856546
CFB Bagotville,CYBG,0.44930461398962973
Monterey Peninsula Airport,KMRY,0.44914738572291657
Konarak Airport,OIZC,0.4487544181696002
Huangyan Luqiao Airport,ZSLQ,0.44843295073518163
Henry E Rohlsen Airport,TISX,0.44837959958311585
Sault Ste Marie Airport,CYAM,0.448133597310179
Dibrugarh Airport,VEMN,0.44789870687326233
Capitan Corbeta CA Curbelo International Airport,SULS,0.4478292449014197
Aurukun Airport,YAUR,0.44757154956381157
Aswan International Airport,HESN,0.4473270436126591
São Pedro Airport,GVSV,0.44727310042078783
Île Art - Waala Airport,NWWC,0.44661997077502813
Serafin Enoss Bertaso Airport,SBCH,0.44599747955401825
Beni Airport,FZNP,0.44599259046862266
Ixtapa Zihuatanejo International Airport,MMZH,0.4458836744074406
Moses Kilangin Airport,WABP,0.44530194676255763
Yakutat Airport,PAYA,0.44448123871760115
Tari Airport,AYTA,0.4435031421345334
São Gabriel da Cachoeira Airport,SBUA,0.4429984397891254
Eirunepé Airport,SWEI,0.4429984397891254
Senadora Eunice Micheles Airport,SDCG,0.4429984397891254
Tapuruquara Airport,SWTP,0.4429984397891254
Mopah Airport,WAKK,0.4425149592423351
Xiangyang Liuji Airport,ZHXF,0.4424813203650051
Kingfisher Lake Airport,CNM5,0.4421872024029849
North Spirit Lake Airport,CKQ3,0.4421259484270953
Poplar Hill Airport,CPV7,0.4421259484270953
Norwich International Airport,EGSH,0.4419683694154631
Antsirabato Airport,FMNH,0.441063840255884
Groote Eylandt Airport,YGTE,0.44091413860536177
Appleton International Airport,KATW,0.440584198554971
Abel Santamaria Airport,MUSC,0.44044292608900176
Lubbock Preston Smith International Airport,KLBB,0.4404347052121711
Wilkes Barre Scranton International Airport,KAVP,0.44010923896742343
Silchar Airport,VEKU,0.4398952948564146
Jesús Terán Paredo International Airport,MMAS,0.4393056191762006
Gaziantep International Airport,LTAJ,0.43886524431915824
A Coruña Airport,LECO,0.4382559394561092
Akita Airport,RJSK,0.43769538295081584
Kaimana Airport,WASK,0.4376312476072855
Sary-Arka Airport,UAKK,0.4375651928225436
Al Najaf International Airport,ORNI,0.43725540628587145
Luxor International Airport,HELX,0.4370745397456847
Mallam Aminu International Airport,DNKN,0.4366664825565893
Wynyard Airport,YWYY,0.43635851763981204
Rick Husband Amarillo International Airport,KAMA,0.4362478203798455
Persian Gulf International Airport,OIBP,0.43573725179270706
Atlantic City International Airport,KACY,0.4356019628624147
Cap Manuel Niño International Airport,MPCH,0.43548639445305903
Puerto Obaldia Airport,MPOA,0.43548639445305903
Tavie Airport,NVSI,0.43480268996551225
Tubuai Airport,NTAT,0.4344542302195813
Stokmarknes Skagen Airport,ENSK,0.43434805299656365
Midland International Airport,KMAF,0.43432903697750147
Lensk Airport,UERL,0.4342483127003643
Iaşi Airport,LRIA,0.4333765170080871
Rogue Valley International Medford Airport,KMFR,0.4331799843488986
Frank Pais International Airport,MUHG,0.43263733201957777
Broken Hill Airport,YBHI,0.4323445997225421
Haifa International Airport,LLHA,0.43200061045870397
Sambava Airport,FMNS,0.43180263195113905
Bacolod-Silay Airport,RPVB,0.4317142531749233
Komodo Airport,WATO,0.431438051114575
Normanton Airport,YNTN,0.4307191065980515
Ganzhou Airport,ZSGZ,0.43033843690066204
Sulaymaniyah International Airport,ORSU,0.4303266325958433
Santana do Araguaia Airport,SNKE,0.4299074522108382
Mulu Airport,WBMU,0.429560718056276
Fascene Airport,FMNN,0.429496986297653
Chacalluta Airport,SCAR,0.42936605776450965
Ganja Airport,UBBG,0.42935261272877945
Kalamata Airport,LGKL,0.4292246136993288
Napaskiak Airport,PAPK,0.4287626064421677
Circle City /New/ Airport,PACR,0.4287453089102552
Williams Lake Airport,CYWL,0.4279116040149186
Dumatumbun Airport,WAPL,0.4278958504530892
Togiak Airport,PATG,0.4277510678368792
San Luis Valley Regional Bergman Field,KALS,0.4273145537388797
Ponciano Arriaga International Airport,MMSP,0.42707767766341154
Casa De Campo International Airport,MDLR,0.42692145556847166
Chamonate Airport,SCHA,0.4264361534898849
Bushehr Airport,OIBB,0.4261234445154695
Tabing Airport,WIMG,0.4252872062567641
Luzhou Airport,ZULZ,0.42524757787054834
Whitehorse / Erik Nielsen International Airport,CYXY,0.4251353434304988
Gallatin Field,KBZN,0.4250894929841356
Martha's Vineyard Airport,KMVY,0.4250542408192322
Lauro Carneiro de Loyola Airport,SBJV,0.42496749779865833
Tiruchirapally Civil Airport Airport,VOTR,0.42436852652568785
Brønnøysund Airport,ENBN,0.42407197342804337
Miho Yonago Airport,RJOH,0.42320712242842684
Rabah Bitat Airport,DABB,0.4225007211985149
Vinh Airport,VVVH,0.4223969703830394
Sohag International Airport,HEMK,0.42160112451230897
Angads Airport,GMFO,0.4212472664696954
Tri Cities Airport,KPSC,0.4212183546769061
Valan Airport,ENHV,0.42118887441725383
Astrakhan Airport,URWA,0.4208638036366973
Raja Bhoj International Airport,VABP,0.4204017124892072
Molde Airport,ENML,0.41954851085368433
Rapid City Regional Airport,KRAP,0.41950152472455937
Vilankulo Airport,FQVL,0.41905670003012285
Roma Airport,YROM,0.4189006095503465
Newport News Williamsburg International Airport,KPHF,0.4188992153976686
North Ronaldsay Airport,EGEN,0.418534203533198
Westray Airport,EGEW,0.418534203533198
Trieste–Friuli Venezia Giulia Airport,LIPQ,0.41809427972203145
Vigo Airport,LEVX,0.41767018030041286
Cayenne-Rochambeau Airport,SOCA,0.41747169779807997
Sfax Thyna International Airport,DTTX,0.4171126230170817
Yulin Yuyang Airport,ZLYL,0.41681875629728393
Ballina Byron Gateway Airport,YBNA,0.41622304708873376
Jardines Del Rey Airport,MUCC,0.41569384920037605
Ukhta Airport,UUYH,0.4156114737332212
Hay River / Merlyn Carter Airport,CYHY,0.41553622049792693
Exuma International Airport,MYEF,0.41541400196167483
Osvaldo Vieira International Airport,GGOV,0.415163821410579
In Salah Airport,DAUI,0.41380206214973886
North Eleuthera Airport,MYEH,0.4136211836719548
Kalgoorlie Boulder Airport,YPKG,0.4133757888181646
Hami Airport,ZWHM,0.41322823774450607
Ben Schoeman Airport,FAEL,0.41318120709069955
Korla Airport,ZWKL,0.41294280055819177
Great Falls International Airport,KGTF,0.4127419176983114
Wanxian Airport,ZUWX,0.41269985697163347
El Golea Airport,DAUE,0.41268358105590286
Puerto Jimenez Airport,MRPJ,0.41265740096512055
Fort Nelson Airport,CYYE,0.41255506540875647
"Rørvik Airport, Ryum",ENRM,0.4120796883058579
Angel Albino Corzo International Airport,MMTG,0.4118426573068064
Noumérat - Moufdi Zakaria Airport,DAUG,0.41177790464252456
Chuuk International Airport,PTKK,0.41055919439932137
Bauru - Arealva Airport,SJTC,0.4102171131888763
Lianshui Airport,ZSSH,0.40967880054677724
Pichoy Airport,SCVD,0.409612422869895
Northwest Regional Airport Terrace-Kitimat,CYXT,0.40904418126716074
Rzeszów-Jasionka Airport,EPRZ,0.4088272521142898
Buon Ma Thuot Airport,VVBM,0.4085362678591793
Show Low Regional Airport,KSOW,0.407396778913799
Kharkiv International Airport,UKHH,0.4071573069707369
Araguaína Airport,SWGN,0.40697052691460484
Mobile Regional Airport,KMOB,0.4068137895841519
Turku Airport,EFTU,0.40667239927350174
Keewaywin Airport,CPV8,0.4066305922897235
Newquay Cornwall Airport,EGHQ,0.40655528876741237
Barquisimeto International Airport,SVBM,0.405889891099617
Gulfport Biloxi International Airport,KGPT,0.4058706624927711
Palonegro Airport,SKBG,0.40586473832767017
Chileka International Airport,FWCL,0.4056150826259079
Flamingo International Airport,TNCB,0.40550738396523106
Münster Osnabrück Airport,EDDG,0.40537747174368577
"Vardø Airport, Svartnes",ENSS,0.40522519582511507
Datong Airport,ZBDT,0.4051567024496623
Evansville Regional Airport,KEVV,0.4048614299518103
Francisco De Orellana Airport,SECO,0.4046900478952919
Linz Hörsching Airport,LOWL,0.4046747089549103
Urgench Airport,UTNU,0.40446265903644274
Roberts Field,KRDM,0.40442987628988153
Toyama Airport,RJNT,0.40420456922721953
George Airport,FAGG,0.4040699833990186
Aktobe Airport,UATT,0.40395768465433435
Macaé Airport,SBME,0.4039025672766002
Voronezh International Airport,UUOO,0.40365412201154877
El Tajín National Airport,MMPA,0.4033178397801992
Worland Municipal Airport,KWRL,0.4030944040467576
Coen Airport,YCOE,0.4024652744160082
Huron Regional Airport,KHON,0.40236400675838707
Lubango Airport,FNUB,0.4022775287297013
Hughes Airport,PAHU,0.40222182819285135
Elcho Island Airport,YELD,0.4012003152991427
Milingimbi Airport,YMGB,0.4012003152991427
Bukhara Airport,UTSB,0.40098749534166445
Sogndal Airport,ENSG,0.40087966088407506
Carcassonne Airport,LFMK,0.4007116773590842
Ogoki Post Airport,CNT3,0.4002317055899218
Santa Barbara Municipal Airport,KSBA,0.399780031823124
Page Municipal Airport,KPGA,0.3986505947424378
Federico Garcia Lorca Airport,LEGR,0.39863151280592474
Orlando Bezerra de Menezes Airport,SBJU,0.3984916634970902
Ta'izz International Airport,OYTZ,0.398417049018039
